,druggene,row_indice
21019,"(lamotrigine,tresk)",10049
21021,"(fluoxetine,ifn-gamma)",10050
21022,"(saquinavir,cyp3a4)",10051
21026,"(palonosetron,nk-1)",10052
21027,"(praziquantel,alpha1)",10053
21028,"(cyclosporine,ifn-alpha)",10054
21029,"(dexamethasone,trpc5)",10055
21030,"(clarithromycin,cyp2d6)",10056
21031,"(protamine,vegf)",10057
21032,"(aldosterone,beta-lph)",10058
21033,"(hyaluronan,ifn-gamma)",10059
21034,"(curcumin,glucose-6-phosphatase)",10060
21035,"(g-csf,osteopontin)",10061
21036,"(rofecoxib,cyp1a2)",10062
21041,"(fluorescein,gp96)",10063
21042,"(tamoxifen,med1)",10064
21044,"(metronidazole,cyp3a4)",10065
21047,"(indomethacine,cox-2)",10066
21048,"(cysteamine,nfkappab)",10067
21049,"(telithromycin,muc5ac)",10068
21050,"(2-methoxyestradiol,cdc2)",10069
21051,"(varenicline,beta2)",10070
21052,"(dexamethasone,sar1)",10071
21053,"(menadione,oxidoreductase)",10072
21057,"(resveratrol,fractalkine)",10073
21059,"(dexamethasone,ornt1)",10074
21060,"(nadolol,lcat)",10075
21061,"(itraconazole,vegf)",10076
21062,"(flavopiridol,bcl-2)",10077
21063,"(bortezomib,p27kip1)",10078
21064,"(glucosamine,mucin)",10079
21066,"(rapamycin,inos)",10080
21069,"(il-11,il-6ra)",10081
21070,"(nelfinavir,survivin)",10082
21071,"(rifampin,ugt1a1)",10083
21072,"(theophylline,caspase-3)",10084
21073,"(cefazolin,hoat3)",10085
21074,"(carbachol,c-raf)",10086
21076,"(oxycodone,cyp3a)",10087
21078,"(doxorubicin,cpp32)",10088
21079,"(clozapine,fgf-2)",10089
21080,"(doxazosin,cox-1)",10090
21081,"(estradiol-17beta,igf-ia)",10091
21082,"(aripiprazole,cyp2d6)",10092
21083,"(dextromethorphan,cyp3a)",10093
21084,"(cinacalcet,casr)",10094
21086,"(imiquimod,il-18)",10095
21087,"(doxazosin,igf-i)",10096
21088,"(4-methylumbelliferone,sacs)",10097
21090,"(ribavirin,srbc)",10098
21091,"(noradrenaline,icat)",10099
21093,"(gm-csf,ck-1)",10100
21095,"(imiquimod,il-10)",10101
21096,"(pge2,hsp27)",10102
21101,"(cerulenin,ml-1)",10103
21103,"(forskolin,nbphox)",10104
21104,"(nadroparin,alteplase)",10105
21105,"(dextromethorphan,cyp2d)",10106
21106,"(mephenytoin,cyp2d6)",10107
21107,"(dicumarol,oxidoreductase)",10108
21110,"(dextromethorphan,cyp2b)",10109
21111,"(warfarin,gas6)",10110
21114,"(tamoxifen,factor-1)",10111
21115,"(etodolac,e-cadherin)",10112
21117,"(nifedipine,mmp-2)",10113
21120,"(corticosteroids,cd103)",10114
21121,"(rapamycin,inositol)",10115
21122,"(anti-estrogens,er-alpha)",10116
21123,"(perospirone,5-ht1a)",10117
21124,"(capsaicin,ckii)",10118
21125,"(2-acetamido-2-deoxy-d-glucose,lectin)",10119
21126,"(levallorphan,cyp3a4)",10120
21127,"(digoxin,abca8)",10121
21128,"(epinastine,icam-1)",10122
21129,"(coumarin,mucin)",10123
21130,"(tamoxifen,ap-1)",10124
21131,"(eplerenone,bmk1)",10125
21133,"(theophylline,rp18)",10126
21134,"(digoxin,abcb1)",10127
21136,"(glibenclamide,p-gp)",10128
21137,"(levodopa,abcb1)",10129
21138,"(paclitaxel,ociad1)",10130
21139,"(dicoumarol,nadph)",10131
21141,"(calcidiol,cyp24a1)",10132
21142,"(metformin,camkk)",10133
21143,"(topotecan,abcb1)",10134
21144,"(spermine,glur6)",10135
21145,"(hyaluronan,shap)",10136
21146,"(indomethacin,galpha)",10137
21147,"(capecitabine,tyms)",10138
21148,"(dexamethasone,cyclooxygenase-2)",10139
21151,"(dibucaine,cholinesterase)",10140
21153,"(mithramycin,eps8)",10141
21155,"(zidovudine,il-1)",10142
21156,"(bortezomib,cyp3a)",10143
21157,"(fludarabine,fatp)",10144
21158,"(temozolomide,ifn-beta)",10145
21159,"(omalizumab,mcad)",10146
21160,"(dexamethasone,cyclooxygenase-1)",10147
21161,"(atra,p-selectin)",10148
21162,"(vinblastine,bcl-2)",10149
21163,"(cilostazol,cyp3a5)",10150
21164,"(fk506,tbetar-ii)",10151
21165,"(biguanides,niddm)",10152
21166,"(taurine,gfap)",10153
21167,"(candesartan,irs-1)",10154
21168,"(tryptophane,bcaa)",10155
21169,"(peroxides,aldh2)",10156
21170,"(mannitol,nkcc1)",10157
21171,"(isoproterenol,tarc)",10158
21172,"(theophylline,alpha-msh)",10159
21173,"(pravastatin,rac1)",10160
21174,"(dhea,p450c17)",10161
21178,"(propranolol,gastrin)",10162
21185,"(chlorpromazine,lcat)",10163
21186,"(carboplatin,parp)",10164
21187,"(sulphasalazine,oatp2b1)",10165
21188,"(daunorubicin,ryr2)",10166
21189,"(buserelin,mcp-1)",10167
21190,"(naloxone,beta-neoendorphin)",10168
21191,"(n-acetylcysteine,cd28)",10169
21192,"(beta-estradiol,sulfotransferase)",10170
21193,"(prednisolone,fsgs)",10171
21194,"(artemether,cyp2c19)",10172
21195,"(corticosteroids,cd56)",10173
21196,"(sevoflurane,leukotriene)",10174
21197,"(estradiol,cks1)",10175
21198,"(simvastatin,hmcs)",10176
21199,"(il-2,nksf)",10177
21200,"(carteolol,cyp1a2)",10178
21202,"(cyclosporin,pghs-2)",10179
21203,"(forskolin,duox1)",10180
21204,"(troglitazone,cyp2c9)",10181
21205,"(droperidol,herg)",10182
21208,"(troglitazone,cyp2c8)",10183
21209,"(pge2,mmp-2)",10184
21211,"(chloramphenicol,capr)",10185
21212,"(pge2,mmp-3)",10186
21213,"(tetrahydroaminoacridine,cholinesterase)",10187
21222,"(phenothiazine,butyrylcholinesterase)",10188
21223,"(17-beta,ampk)",10189
21224,"(pemoline,addh)",10190
21225,"(gm-csf,eotaxin)",10191
21227,"(diltiazem,i-fabp)",10192
21228,"(dexamethasone,hsf1)",10193
21229,"(etoposide,ugt1a1)",10194
21230,"(2-methoxyestradiol,syndecan-1)",10195
21231,"(simvastatin,ho-1)",10196
21240,"(chloramphenicol,pai-1)",10197
21241,"(troglitazone,cyp2b6)",10198
21242,"(pioglitazone,afabp)",10199
21243,"(beta-estradiol,fgf7)",10200
21244,"(n-acetylcysteine,ap-1)",10201
21246,"(clopidogrel,cd40l)",10202
21247,"(diclofenac,nag-1)",10203
21249,"(rosuvastatin,oatp2)",10204
21250,"(emedastine,icam-1)",10205
21251,"(chloramphenicol,hppar)",10206
21252,"(genistein,raf1)",10207
21253,"(resveratrol,ho-1)",10208
21256,"(corticosteroids,cd23)",10209
21257,"(vasopressin,a-ii)",10210
21258,"(clarithromycin,mmp-9)",10211
21259,"(bcnu,abcg2)",10212
21260,"(atorvastatin,5-htt)",10213
21261,"(2-methoxyestradiol,vegf)",10214
21262,"(oseltamivir,neuraminidase)",10215
21290,"(doxycycline,prolidase)",10216
21293,"(amitriptyline,ugt1a4)",10217
21294,"(pranlukast,cyp3a4)",10218
21295,"(cisplatin,wif-1)",10219
21296,"(pge2,beta-induced)",10220
21304,"(rapamycin,ppiase)",10221
21308,"(bezafibrate,rantes)",10222
21309,"(corticosteroids,cd16)",10223
21310,"(mitomycin,stx2)",10224
21311,"(dideoxycytidine,cn-i)",10225
21312,"(4-methylumbelliferone,smad2)",10226
21313,"(etomidate,eaat3)",10227
21314,"(streptokinase,reteplase)",10228
21317,"(chloramphenicol,camr)",10229
21320,"(nortriptyline,slc6a2)",10230
21321,"(verapamil,herg)",10231
21322,"(mecamylamine,vegf)",10232
21323,"(triiodothyronine,nefa)",10233
21326,"(ecabet,leukotriene)",10234
21327,"(dexamethasone,rankl)",10235
21331,"(fenofibrate,hadha)",10236
21332,"(sorafenib,vegf)",10237
21346,"(bleomycin,timp-1)",10238
21348,"(bleomycin,timp-2)",10239
21349,"(dexamethasone,gstm1)",10240
21350,"(estropipate,oatp1b1)",10241
21351,"(hydrocortisone,spg1)",10242
21352,"(simvastatin,p-selectin)",10243
21354,"(dexamethasone,ctgf)",10244
21355,"(desipramine,oct3)",10245
21357,"(picrotoxin,cyp2b)",10246
21358,"(echinacea,cyp3a4)",10247
21359,"(prednisolone,p100)",10248
21360,"(vinblastine,kars)",10249
21361,"(indomethacin,ml-1)",10250
21363,"(fluoxetine,trek-1)",10251
21364,"(resveratrol,vacm-1)",10252
21365,"(buprenorphine,cgrp)",10253
21366,"(genistein,faah)",10254
21367,"(gm-csf,s100a8)",10255
21368,"(genistein,cyp19)",10256
21369,"(fenoterol,ml-1)",10257
21371,"(curcumin,ampk)",10258
21375,"(dexamethasone,bsep)",10259
21377,"(triiodothyronine,il-10)",10260
21378,"(11beta,hsd2)",10261
21380,"(11beta,hsd1)",10262
21383,"(felodipine,dhps)",10263
21384,"(estradiol,tnfr1)",10264
21385,"(estradiol,cabp9k)",10265
21386,"(cilostazol,smad3)",10266
21387,"(betaine,gat2)",10267
21389,"(genistein,cyp24)",10268
21392,"(aluminium,inositol)",10269
21394,"(calcitriol,calmodulin)",10270
21395,"(pgi2,beta-induced)",10271
21396,"(dpcpx,adora1)",10272
21397,"(corticosteroids,osteocalcin)",10273
21398,"(triiodothyronine,at1r)",10274
21399,"(aldosterone,cyp11b2)",10275
21421,"(desferrioxamine,fractalkine)",10276
21422,"(aldosterone,cyp11b1)",10277
21424,"(irbesartan,mcp-1)",10278
21426,"(dexamethasone,scd2)",10279
21427,"(ceruletide,beta-endorphin)",10280
21428,"(cisplatin,unc5c)",10281
21429,"(methotrexate,abcg2)",10282
21431,"(tacrine,calmodulin)",10283
21432,"(bicalutamide,cyp3a4)",10284
21433,"(chloramphenicol,cat2)",10285
21434,"(mitomycin,prdx3)",10286
21435,"(topotecan,hif-1)",10287
21437,"(chloramphenicol,cat1)",10288
21439,"(doxazosin,niddm)",10289
21440,"(warfarin,alteplase)",10290
21441,"(fluvastatin,ncx1)",10291
21442,"(carboplatin,pc-3)",10292
21443,"(oltipraz,hif-1alpha)",10293
21445,"(albuterol,pafr)",10294
21447,"(leflunomide,ccl19)",10295
21448,"(isoprenaline,endothelin-1)",10296
21449,"(losartan,mrp4)",10297
21450,"(nutlin-3,vegf)",10298
21451,"(berberine,rankl)",10299
21452,"(celecoxib,aromatase)",10300
21453,"(dexamethasone,pkc-alpha)",10301
21455,"(dextromethorphan,ml-1)",10302
21456,"(nicergoline,apps)",10303
21457,"(pioglitazone,cox2)",10304
21458,"(astemizole,cdk4)",10305
21459,"(taurine,cyp7a1)",10306
21462,"(imatinib,g-csf)",10307
21463,"(ifosfamide,il-18)",10308
21464,"(nimesulide,mnsod)",10309
21465,"(naloxone,copd)",10310
21466,"(amiloride,lc20)",10311
21467,"(arsenite,cyp1a1)",10312
21469,"(buspirone,pars)",10313
21470,"(estradiol-17beta,oxidoreductase)",10314
21471,"(spironolactone,egfr)",10315
21472,"(forskolin,calmodulin)",10316
21473,"(il-2,mcp-1)",10317
21475,"(rifabutin,cyp3a4)",10318
21477,"(paracetamol,cyp2e1)",10319
21479,"(forskolin,il-1)",10320
21480,"(exemestane,cyp19a1)",10321
21481,"(verapamil,lxra)",10322
21482,"(famotidine,ghrelin)",10323
21483,"(glyburide,cyp1a2)",10324
21484,"(rosiglitazone,ppar-alpha)",10325
21485,"(mifepristone,g6pd)",10326
21486,"(novobiocin,tert)",10327
21487,"(n-acetylcysteine,glt-1)",10328
21489,"(procarbazine,ssao)",10329
21490,"(cyclosporine,cd25)",10330
21491,"(n-acetylcysteine,methemoglobin)",10331
21492,"(estrone,dheas)",10332
21498,"(phenylephrine,lhrh)",10333
21499,"(kanamycin,psti)",10334
21500,"(bumetanide,nkcc1)",10335
21516,"(beta-estradiol,apoe)",10336
21517,"(oxaliplatin,egfr)",10337
21518,"(bumetanide,nkcc2)",10338
21519,"(digoxin,ecto-atpase)",10339
21520,"(dtic,cholinesterase)",10340
21521,"(fulvestrant,ugt1a1)",10341
21522,"(trimethoprim,dhfr)",10342
21536,"(genistein,btg3)",10343
21538,"(methotrexate,abcc2)",10344
21539,"(diethylcarbamazine,sulfotransferase)",10345
21540,"(sulfasalazine,nat2)",10346
21542,"(sulfasalazine,nat1)",10347
21543,"(doxycycline,pgs1)",10348
21544,"(4-methylthioamphetamine,sert)",10349
21545,"(sulphonamide,calmodulin)",10350
21549,"(memantine,bcl-xl)",10351
21550,"(etoposide,sirt1)",10352
21552,"(theophylline,ap-1)",10353
21553,"(tamoxifen,p-gp)",10354
21556,"(risperidone,5-ht2a)",10355
21560,"(hemin,smbp)",10356
21561,"(forskolin,beta-endorphin)",10357
21562,"(il-11,gp130)",10358
21567,"(bepridil,ml-1)",10359
21568,"(il-11,jund)",10360
21570,"(cisplatin,smac)",10361
21571,"(alprazolam,cyp3a4)",10362
21578,"(alprazolam,cyp3a5)",10363
21579,"(anastrozole,aromatase)",10364
21631,"(atra,mir-21)",10365
21632,"(fk-506,lectin)",10366
21633,"(atorvastatin,rhoa)",10367
21637,"(acamprosate,glyrs)",10368
21639,"(thyroglobulin,erp29)",10369
21640,"(simvastatin,escs)",10370
21641,"(droperidol,pins)",10371
21642,"(cisplatin,atp6l)",10372
21643,"(peroxides,mn-sod)",10373
21644,"(eplerenone,cyp3a4)",10374
21645,"(sympathomimetics,kallikrein)",10375
21646,"(dexamethasone,nos2)",10376
21648,"(melatonin,map-2)",10377
21649,"(fsh-beta,pacap)",10378
21650,"(berberine,tslp)",10379
21651,"(pioglitazone,cyp11b2)",10380
21652,"(carbachol,pyk2)",10381
21656,"(bevacizumab,strabismus)",10382
21657,"(il-11,junb)",10383
21658,"(tamoxifen,pdx1)",10384
21659,"(genistein,nnos)",10385
21660,"(hydrocortisone,pai-1)",10386
21662,"(troglitazone,hsp70)",10387
21663,"(thiabendazole,cdp1)",10388
21664,"(dtic,rad51)",10389
21665,"(il-11,smad1)",10390
21666,"(isoproterenol,gfap)",10391
21668,"(basiliximab,cd25)",10392
21674,"(budesonide,tarc)",10393
21675,"(methylphenidate,adra2a)",10394
21676,"(formoterol,copd)",10395
21689,"(hyaluronan,glycosyltransferase)",10396
21691,"(dobutamine,inos)",10397
21692,"(clarithromycin,cyp3a4)",10398
21702,"(cisplatin,atp7b)",10399
21708,"(gp120,il-10)",10400
21712,"(hemin,bmp-7)",10401
21713,"(amiodarone,eraf)",10402
21714,"(chloroquine,langerin)",10403
21715,"(methotrexate,fpgs)",10404
21716,"(lovastatin,vegf)",10405
21717,"(melatonin,bfgf)",10406
21718,"(allopregnanolone,3alpha-hsd)",10407
21719,"(cilostazol,mmp-9)",10408
21720,"(genistein,p210)",10409
21722,"(aripiprazole,cyp3a4)",10410
21723,"(cilostazol,mmp-2)",10411
21724,"(daclizumab,cd25)",10412
21730,"(rosuvastatin,oatp-c)",10413
21731,"(infliximab,gm-csf)",10414
21732,"(diclofenac,inos)",10415
21733,"(analgesics,cox-1)",10416
21734,"(analgesics,cox-2)",10417
21739,"(rosiglitazone,ctgf)",10418
21740,"(neratinib,her2)",10419
21742,"(forskolin,her2)",10420
21743,"(defibrotide,thrombomodulin)",10421
21744,"(fluoxetine,activin)",10422
21745,"(hydralazine,nnos)",10423
21746,"(l-dopa,rgs9)",10424
21747,"(imatinib,osteoprotegerin)",10425
21748,"(meth,mtor)",10426
21749,"(il-2,lymphotactin)",10427
21751,"(anti-estrogens,vegf)",10428
21752,"(genistein,gm-csf)",10429
21754,"(desloratadine,icam-1)",10430
21757,"(metronidazole,hsp25)",10431
21758,"(ara-c,gm-csf)",10432
21761,"(teniposide,fasl)",10433
21762,"(theophylline,cd18)",10434
21763,"(estradiol,beta2)",10435
21764,"(melatonin,madcam-1)",10436
21765,"(estradiol,beta4)",10437
21766,"(dexamethasone,p300)",10438
21767,"(celecoxib,mmp-2)",10439
21769,"(naloxone,gnrh)",10440
21780,"(nitroprusside,ask1)",10441
21781,"(celecoxib,mmp-9)",10442
21782,"(cisplatin,trex2)",10443
21784,"(indomethacin,cyclooxygenase-2)",10444
21790,"(baclofen,pars)",10445
21791,"(warfarin,vkorc1)",10446
21798,"(gemcitabine,rrm1)",10447
21800,"(mephenytoin,cyp3a4)",10448
21801,"(indomethacin,cyclooxygenase-1)",10449
21803,"(berberine,adipophilin)",10450
21804,"(staurosporine,ha-1)",10451
21805,"(dolasetron,nk-1)",10452
21806,"(rituximab,etanercept)",10453
21807,"(phosphatidylserine,ifn-gamma)",10454
21808,"(desipramine,bdnf)",10455
21811,"(phenelzine,mao-a)",10456
21812,"(sulindac,nf-kappab)",10457
21818,"(riluzole,creb)",10458
21820,"(cyproheptadine,ppar-gamma)",10459
21821,"(oxybenzone,phacs)",10460
21822,"(valspodar,abcg2)",10461
21823,"(adalimumab,cd36)",10462
21824,"(zonisamide,ghrelin)",10463
21825,"(saha,xiap)",10464
21826,"(sn-38,ugt1a)",10465
21827,"(dexamethasone,tslp)",10466
21828,"(actd,mybbp1a)",10467
21829,"(l-dopa,lat1)",10468
21830,"(ketamine,nf-kappab)",10469
21839,"(isoproterenol,phlpp2)",10470
21840,"(ciprofloxacin,interleukin-10)",10471
21841,"(suramin,p2y2)",10472
21842,"(suramin,p2y1)",10473
21843,"(mitoxantrone,bcrp)",10474
21852,"(flutamide,nkx3)",10475
21853,"(lenalidomide,crbn)",10476
21854,"(forskolin,amylin)",10477
21855,"(acarbose,alpha-glucosidase)",10478
21875,"(metformin,mdr1)",10479
21878,"(sunitinib,stat3)",10480
21881,"(thyroxine,15-pgdh)",10481
21882,"(norepinephrine,factor-1)",10482
21883,"(chloramphenicol,cap-23)",10483
21884,"(suramin,ifn-gamma)",10484
21886,"(curcumin,ets-1)",10485
21887,"(ganciclovir,ifn-gamma)",10486
21888,"(prostacyclin,igf-ii)",10487
21889,"(pge2,gastrin)",10488
21891,"(auranofin,ho-1)",10489
21892,"(pravastatin,paraoxonase)",10490
21893,"(methotrexate,aicar)",10491
21894,"(butorphanol,nr2a)",10492
21895,"(midazolam,p-selectin)",10493
21897,"(butorphanol,nr2c)",10494
21898,"(daunorubicin,mrp1)",10495
21899,"(butorphanol,nr2b)",10496
21900,"(estradiol,lrh-1)",10497
21901,"(nifedipine,hsp70)",10498
21902,"(bleomycin,alpha1)",10499
21903,"(gm-csf,ppar-gamma)",10500
21904,"(carvedilol,cyp2d6)",10501
21905,"(carbamazepine,cyp3a4)",10502
21913,"(lmwh,il-13)",10503
21914,"(corticosteroids,sod1)",10504
21915,"(voglibose,alpha-glucosidase)",10505
21923,"(phosphatidylserine,p2x7)",10506
21924,"(bevacizumab,egfr)",10507
21928,"(aminoglutethimide,aromatase)",10508
21955,"(erlotinib,rad51)",10509
21957,"(staurosporine,mafa)",10510
21958,"(bromocriptine,igfbp-1)",10511
21959,"(mirtazapine,5-ht1a)",10512
21960,"(dactinomycin,nk-2)",10513
21961,"(enoxaparin,alteplase)",10514
21962,"(rapamycin,rictor)",10515
21966,"(exenatide,glp1)",10516
21967,"(irbesartan,osteopontin)",10517
21969,"(fluoxetine,bcl-xl)",10518
21970,"(tamoxifen,caspase-8)",10519
21971,"(propranolol,mmp-9)",10520
21973,"(sti-571,c-abl)",10521
21977,"(cyclosporine,mdr1)",10522
21980,"(peroxides,phip)",10523
21981,"(vasopressin,vasopressinase)",10524
21982,"(il-2,ephrin-a1)",10525
21983,"(aldosterone,enacalpha)",10526
21984,"(ethers,5-lipoxygenase)",10527
21985,"(zileuton,ho-1)",10528
21986,"(il-1ra,icam-1)",10529
21989,"(beta-estradiol,tff2)",10530
21990,"(camptothecin,yb-1)",10531
21991,"(trastuzumab,survivin)",10532
21992,"(donepezil,apoe)",10533
21994,"(gemfibrozil,niddm)",10534
21996,"(verapamil,il-1)",10535
21997,"(mesalazine,cdai)",10536
21998,"(etodolac,5-lipoxygenase)",10537
21999,"(cyclosporin,bcl-xl)",10538
22000,"(nevirapine,cyp3a)",10539
22001,"(cerulenin,mk-1)",10540
22003,"(nitroprusside,mucin)",10541
22004,"(verapamil,calmodulin)",10542
22006,"(neomycin,pi-plc)",10543
22008,"(rituximab,g-csf)",10544
22010,"(irinotecan,top1)",10545
22011,"(glimepiride,nicotinamide)",10546
22012,"(prednisolone,gstm)",10547
22013,"(l-methionine,bat2)",10548
22014,"(metoprolol,ho-1)",10549
22015,"(atorvastatin,mcm6)",10550
22016,"(corticotropin,fkbp5)",10551
22017,"(noradrenaline,iddm)",10552
22018,"(flurazepam,psps)",10553
22019,"(enoxaparin,fgf-1)",10554
22020,"(disulfiram,5-lipoxygenase)",10555
22023,"(sorafenib,pp2a)",10556
22024,"(doxorubicin,mdr3)",10557
22025,"(collagenase,mmp9)",10558
22026,"(indomethacin,ctgf)",10559
22028,"(collagenase,mmp2)",10560
22029,"(bromocriptine,ghrelin)",10561
22030,"(collagenase,mmp1)",10562
22034,"(pge2,aromatase)",10563
22044,"(doxorubicin,mdr1)",10564
22052,"(ndga,15-lox)",10565
22054,"(mesoridazine,herg)",10566
22056,"(erythromycin,p-gp)",10567
22058,"(l-arg,inos)",10568
22060,"(dexamethasone,ml-1)",10569
22061,"(risperidone,5-ht1b)",10570
22062,"(il-1ra,apoe)",10571
22063,"(dexamethasone,nfkappab)",10572
22066,"(cisplatin,ssrp1)",10573
22067,"(flavopiridol,nf-kappab)",10574
22069,"(dexamethasone,pak3)",10575
22070,"(dexamethasone,pc-3)",10576
22071,"(hyaluronan,phbp)",10577
22072,"(tamoxifen,trkb)",10578
22073,"(troglitazone,caveolin-1)",10579
22074,"(atra,cerk)",10580
22075,"(l-dopa,preproenkephalin)",10581
22076,"(sucralfate,afgf)",10582
22077,"(phosphatidylserine,tlr2)",10583
22078,"(carbamates,faah)",10584
22080,"(trastuzumab,g-csf)",10585
22081,"(astemizole,cyp2j2)",10586
22082,"(amiloride,kallikrein)",10587
22086,"(thyroglobulin,lhrh)",10588
22087,"(il-2,b220)",10589
22088,"(valsartan,adiponectin)",10590
22090,"(capecitabine,dlts)",10591
22092,"(camptothecin,aprataxin)",10592
22093,"(ribavirin,uck-1)",10593
22094,"(atorvastatin,grp78)",10594
22095,"(imatinib,hif-1alpha)",10595
22097,"(isoproterenol,erk5)",10596
22099,"(atra,mef2c)",10597
22100,"(creatine,beta-actin)",10598
22101,"(cyclosporine,statin)",10599
22102,"(guanethidine,calcitonin)",10600
22103,"(clonidine,phospholipase)",10601
22104,"(indomethacin,tff2)",10602
22106,"(calcitriol,phosphatonin)",10603
22107,"(fk-506,inos)",10604
22109,"(rolipram,darpp-32)",10605
22110,"(famotidine,hsp72)",10606
22111,"(estradiol,hest2)",10607
22112,"(lovastatin,cyp3a4)",10608
22116,"(imidapril,ces1a1)",10609
22117,"(carbamazepine,dlst)",10610
22118,"(prednisolone,anfh)",10611
22119,"(hydroquinone,dt-diaphorase)",10612
22121,"(isoproterenol,e2f1)",10613
22123,"(dexamethasone,ras-like)",10614
22124,"(sildenafil,copd)",10615
22127,"(capsaicin,inositol)",10616
22128,"(lovastatin,p21ras)",10617
22131,"(buprenorphine,cort)",10618
22132,"(phosphatidylserine,scinderin)",10619
22133,"(novobiocin,smyd3)",10620
22134,"(melatonin,gnrh)",10621
22145,"(lumefantrine,herg)",10622
22146,"(phosphatidylserine,anxa5)",10623
22147,"(cimetidine,cyp3a)",10624
22150,"(rosiglitazone,tfpi)",10625
22151,"(genistein,cpla2)",10626
22152,"(5-asa,inos)",10627
22153,"(propofol,roc2)",10628
22154,"(gefitinib,foxm1)",10629
22157,"(dexamethasone,icam-3)",10630
22158,"(dexamethasone,icam-1)",10631
22170,"(risedronate,calcitonin)",10632
22175,"(propofol,roc1)",10633
22176,"(ornithine,bcl-2)",10634
22177,"(thioridazine,herg)",10635
22178,"(g-csf,c-fms)",10636
22179,"(orphenadrine,herg)",10637
22180,"(oxytocin,cort)",10638
22181,"(gefitinib,cd11b)",10639
22182,"(chloramphenicol,mcp-1)",10640
22183,"(troglitazone,ppargamma)",10641
22225,"(curcumin,ho-1)",10642
22243,"(genistein,spoc1)",10643
22244,"(dipyridamole,ho-1)",10644
22245,"(gp120,ifn-gamma)",10645
22246,"(pge2,vegf)",10646
22261,"(pdgf-2,c-sis)",10647
22262,"(c-sis,pdgf-2)",10648
22263,"(pioglitazone,ppar)",10649
22276,"(dhea,pdgfr-beta)",10650
22277,"(hctz,osteocalcin)",10651
22278,"(nebivolol,enos)",10652
22280,"(pioglitazone,adipor2)",10653
22281,"(dexamethasone,cofilin-1)",10654
22283,"(carboplatin,gstp1)",10655
22285,"(doxycycline,ifn-gamma)",10656
22288,"(doxazosin,maspin)",10657
22289,"(mecamylamine,beta-induced)",10658
22290,"(tramadol,oct1)",10659
22291,"(mifepristone,cox-2)",10660
22292,"(quetiapine,cyp3a4)",10661
22295,"(mifepristone,cox-1)",10662
22297,"(phosphatidylserine,tlt2)",10663
22298,"(toremifene,cyp3a4)",10664
22299,"(captopril,nf-kappab)",10665
22300,"(nimesulide,caspase-9)",10666
22301,"(fluvastatin,nf-kappab)",10667
22302,"(chloramphenicol,tshr)",10668
22303,"(naloxone,cgrp)",10669
22306,"(mifepristone,enos)",10670
22308,"(citalopram,sert)",10671
22317,"(naringenin,inos)",10672
22318,"(cyclophosphamide,iddm)",10673
22319,"(doxorubicin,trf2)",10674
22321,"(curcumin,notch1)",10675
22323,"(imipramine,fmo1)",10676
22325,"(p-hpph,cyp2c19)",10677
22326,"(cyclosporine,ppil1)",10678
22327,"(il-2,foxo3)",10679
22328,"(fluorescein,l-selectin)",10680
22329,"(fasudil,hif-1alpha)",10681
22330,"(rapamycin,huntingtin)",10682
22333,"(dexamethasone,parp)",10683
22334,"(resveratrol,ampk)",10684
22351,"(niclosamide,tak1)",10685
22352,"(doxorubicin,rlip76)",10686
22353,"(naringenin,cyp1a1)",10687
22354,"(pge2,ccr7)",10688
22355,"(il-2,cd161)",10689
22356,"(ropivacaine,fmlp)",10690
22357,"(captopril,kallikrein)",10691
22359,"(diethylcarbamazine,5-lo)",10692
22360,"(mifepristone,igfbp-1)",10693
22361,"(gefitinib,p-gp)",10694
22362,"(corticosteroids,kl-6)",10695
22363,"(simvastatin,ampk)",10696
22364,"(dexamethasone,pars)",10697
22365,"(misoprostol,vegf)",10698
22366,"(mimosine,cshmt)",10699
22367,"(fluoxetine,bmpr2)",10700
22368,"(phosphatidylserine,eif-2)",10701
22369,"(cholestyramine,ldlr)",10702
22370,"(cisplatin,gs28)",10703
22372,"(dexamethasone,secretagogin)",10704
22374,"(zanamivir,neu3)",10705
22375,"(hydrochlorothiazide,interleukin-11)",10706
22376,"(cisplatin,nf-kappab)",10707
22384,"(pgi2,vegf)",10708
22385,"(sorafenib,pdgfr)",10709
22387,"(berberine,sr-a)",10710
22389,"(anti-estrogens,pttg)",10711
22390,"(isoflurane,l-selectin)",10712
22391,"(capsaicin,stat3)",10713
22394,"(estrone,phacs)",10714
22395,"(resveratrol,cdc42)",10715
22396,"(isoproterenol,sur2)",10716
22397,"(itraconazole,cyp2b6)",10717
22398,"(bezafibrate,faldh)",10718
22399,"(phenylephrine,rgs2)",10719
22400,"(il-2,helios)",10720
22401,"(fenofibrate,rbp4)",10721
22404,"(g-csf,olfm4)",10722
22405,"(il-1ra,nos2)",10723
22406,"(formoterol,agas)",10724
22407,"(berberine,pc-3)",10725
22408,"(il-2,foxp3)",10726
22418,"(resveratrol,fkhrl1)",10727
22420,"(dexamethasone,sulfotransferase)",10728
22422,"(valsartan,at1r)",10729
22427,"(rapamycin,hccs)",10730
22428,"(nifedipine,ppargamma)",10731
22430,"(chloramphenicol,o-acetyltransferase)",10732
22431,"(g-csf,cd34)",10733
22447,"(g-csf,cd38)",10734
22448,"(ranitidine,gastrin)",10735
22451,"(venlafaxine,mdr1)",10736
22452,"(evodiamine,hif-1alpha)",10737
