,path,column_indice
15222,"[appos, buspirone, appos, agonists, num]",4840
7786,"[appos, buspirone, appos, agonists, num]",4840
10213,"[dobj, received, nsubj]",4841
10208,"[dobj, received, nsubj]",4841
5363,"[dobj, received, nsubj]",4841
28733,"[prep_with, compared, dobj]",4843
16256,"[nsubj, decreased, dobj, production, prep_of]",4844
16686,"[nsubj, decreased, dobj, production, prep_of]",4844
14779,"[nsubj, inhibits, xcomp]",4846
16088,"[nsubj, inhibits, xcomp]",4846
12725,"[nsubj, inhibits, xcomp]",4846
5192,"[nsubj, inhibits, xcomp]",4846
5058,"[amod, activity, prep_of, release, prep_on, examined, dobj, influence, prep_of, factor, appos]",4847
13094,"[appos, activation, amod]",4849
4523,"[prep_of, target, prep_in]",4851
9764,"[nn, regulation, prep_about, get, advcl, searched, iobj, sites, prep_in, region, prep_of, cluster, amod]",4852
1633,"[nn, regulation, prep_about, get, advcl, searched, iobj, sites, prep_in, region, prep_of, cluster, amod]",4852
27940,"[prep_of, biotransformation, prep_for, responsible, nsubj]",4853
28495,"[prep_of, biotransformation, prep_for, responsible, nsubj]",4853
23217,"[prep_to, investigated, dobj, effect, prep_of, overexpression, nn]",4854
22288,"[prep_to, investigated, dobj, effect, prep_of, overexpression, nn]",4854
2518,"[prep_with, activation, partmod]",4855
17137,"[nsubj, has, dobj, effect, prep_on, activity, prep_of]",4858
28045,"[nsubj, has, dobj, effect, prep_on, activity, prep_of]",4858
25677,"[nsubj, has, dobj, effect, prep_on, activity, prep_of]",4858
29003,"[amod, gene, prep_to, fused, partmod, promoter, amod]",4859
13674,"[amod, gene, prep_to, fused, partmod, promoter, amod]",4859
20731,"[amod, gene, prep_to, fused, partmod, promoter, amod]",4859
9491,"[amod, gene, prep_to, fused, partmod, promoter, amod]",4859
14753,"[prep_such_as, substrates, dobj, oxidize, nsubj]",4860
26793,"[prep_with, treatment, nsubj, increased, dobj, levels, nn]",4861
9697,"[prep_with, treatment, nsubj, increased, dobj, levels, nn]",4861
21742,"[prep_with, treatment, nsubj, increased, dobj, levels, nn]",4861
1021,"[nsubj, enhanced, dobj, levels, prep_of, mrna, nn]",4862
22698,"[nsubj, enhanced, dobj, levels, prep_of, mrna, nn]",4862
9879,"[dep, tykerb, appos, lapatinib, appos, inhibitor, prep_of, activities, prep_of, receptor, appos]",4864
3360,"[amod, inhibition, prep_of, activity, amod]",4865
13311,"[prep_of, activity, prep_in]",4866
7988,"[prep_of, activity, prep_in]",4866
2105,"[nsubj, induce, prep_in]",4867
27408,"[nsubj, affect, dobj, mrna, amod]",4868
3567,"[nsubj, affect, dobj, mrna, amod]",4868
11328,"[prep_with, displayed, xcomp, using, xcomp]",4871
8467,"[prep_for, specific, amod]",4872
27655,"[prep_for, specific, amod]",4872
23505,"[nsubj, induces, dobj, downregulation, prep_of]",4873
9868,"[nsubj, induces, dobj, downregulation, prep_of]",4873
3892,"[nsubj, stimulate, dobj, release, nn]",4877
24723,"[partmod, bound, prep_with]",4880
14815,"[prep_with, treated, nsubjpass, patients, appos]",4881
17274,"[prep_with, treated, nsubjpass, patients, appos]",4881
5002,"[prep, combined, pcomp, with, pobj]",4883
13014,"[prep, combined, pcomp, with, pobj]",4883
16418,"[prep, combined, pcomp, with, pobj]",4883
15068,"[nsubj, decreases, dobj, expression, prep_of]",4884
26840,"[nsubj, decreases, dobj, expression, prep_of]",4884
9989,"[nsubj, decreases, dobj, expression, prep_of]",4884
1951,"[nsubj, decreases, dobj, expression, prep_of]",4884
21895,"[nsubj, decreases, dobj, expression, prep_of]",4884
24766,"[nn, inhibitors, amod]",4885
8759,"[nsubjpass, used, prep_as, probe, nn]",4886
3081,"[amod, anion, dep]",4888
18498,"[amod, anion, dep]",4888
29126,"[nsubj, inhibit, dep]",4889
22360,"[amod, mrna, appos]",4891
22365,"[amod, mrna, appos]",4891
10464,"[amod, mrna, appos]",4891
5752,"[amod, suppresses, nsubj]",4892
26732,"[amod, suppresses, nsubj]",4892
22563,"[amod, suppresses, nsubj]",4892
15250,"[prep_with, interact, xsubj]",4893
23125,"[nsubj, enhanced, dobj, levels, amod]",4894
7628,"[nsubj, enhanced, dobj, levels, amod]",4894
17293,"[nsubj, enhanced, dobj, levels, amod]",4894
14427,"[prep_from, cells, num]",4896
22361,"[acomp, transport, nsubj]",4897
5049,"[nsubj, modulates, prep_through, activation, prep_including]",4898
3707,"[nsubj, modulates, prep_through, activation, prep_including]",4898
15150,"[nsubj, inhibits, dobj]",4900
16903,"[nsubj, inhibits, dobj]",4900
7942,"[nsubj, inhibits, dobj]",4900
20753,"[nsubj, inhibits, dobj]",4900
24346,"[nsubj, inhibits, dobj]",4900
20265,"[nsubj, inhibits, dobj]",4900
2720,"[nsubj, inhibits, dobj]",4900
8982,"[nsubj, inhibits, dobj]",4900
25070,"[nsubj, inhibits, dobj]",4900
20098,"[nsubj, inhibits, dobj]",4900
25690,"[nsubj, inhibits, dobj]",4900
12424,"[nsubj, inhibits, dobj]",4900
11449,"[nsubj, inhibits, dobj]",4900
3302,"[nsubj, inhibits, dobj]",4900
8333,"[nsubj, inhibits, dobj]",4900
26269,"[nsubj, inhibits, dobj]",4900
20549,"[nsubj, inhibits, dobj]",4900
3472,"[nsubj, inhibits, dobj]",4900
16695,"[nsubj, inhibits, dobj]",4900
13908,"[nsubj, inhibits, dobj]",4900
14786,"[nsubj, inhibits, dobj]",4900
15270,"[nsubj, inhibits, dobj]",4900
8623,"[nsubj, inhibits, dobj]",4900
1228,"[nsubj, inhibits, dobj]",4900
23459,"[nsubj, inhibits, dobj]",4900
3776,"[nsubj, inhibits, dobj]",4900
3637,"[nsubj, inhibits, dobj]",4900
5374,"[nsubj, inhibits, dobj]",4900
18577,"[nsubj, inhibits, dobj]",4900
29245,"[nsubj, inhibits, dobj]",4900
28352,"[nsubj, inhibits, dobj]",4900
19357,"[nsubj, inhibits, dobj]",4900
7329,"[nsubj, inhibits, dobj]",4900
19052,"[nsubj, inhibits, dobj]",4900
28838,"[nsubj, inhibits, dobj]",4900
18832,"[nsubj, inhibits, dobj]",4900
17748,"[nsubj, inhibits, dobj]",4900
29297,"[nsubj, inhibits, dobj]",4900
17416,"[nsubj, inhibits, dobj]",4900
11566,"[dep, amines, prep_of, property, prep_for]",4901
19492,"[dep, amines, prep_of, property, prep_for]",4901
15565,"[nn, groups, prep_in]",4906
13669,"[nsubj, treatment, prep_for, patients, prep_with]",4907
11516,"[nsubj, suppress, dobj, activity, prep_of]",4909
12676,"[nsubjpass, known, prep_to]",4910
5843,"[nsubj, decreased, dobj, incidence, prep_of]",4911
15818,"[nsubj, decreased, dobj, incidence, prep_of]",4911
22364,"[nn, exposure, nn]",4912
13153,"[prep_of, target, amod]",4914
14074,"[prep_of, target, amod]",4914
13039,"[prep_of, target, amod]",4914
5750,"[prep_of, target, amod]",4914
21121,"[prep_of, target, amod]",4914
4957,"[prep_with, mice, nn]",4917
9793,"[prep_with, mice, nn]",4917
22072,"[prep_with, mice, nn]",4917
18173,"[prep_with, mice, nn]",4917
14603,"[prep_with, mice, nn]",4917
17769,"[prep_with, mice, nn]",4917
8820,"[prep_with, mice, nn]",4917
22475,"[prep_of, presence, prep_in, derived, prep_from, culture, prep_of, cells, amod]",4918
18109,"[prep_to, exposure, amod]",4919
17275,"[prep_to, exposure, amod]",4919
6316,"[prep_at, concentrations, prep_of]",4921
13425,"[prep_at, concentrations, prep_of]",4921
23038,"[nn, isothiocyanate, prep_with, labeled, nsubjpass]",4924
1614,"[nn, isothiocyanate, prep_with, labeled, nsubjpass]",4924
3230,"[xsubj, induce, dobj]",4925
10818,"[xsubj, induce, dobj]",4925
10317,"[xsubj, induce, dobj]",4925
5268,"[xsubj, induce, dobj]",4925
3465,"[xsubj, induce, dobj]",4925
2034,"[xsubj, induce, dobj]",4925
18166,"[xsubj, induce, dobj]",4925
29114,"[xsubj, induce, dobj]",4925
11503,"[xsubj, induce, dobj]",4925
28612,"[nn, glucuronide, appos]",4926
504,"[prep_on, production, nn]",4927
23341,"[prep_on, production, nn]",4927
28241,"[prep_on, production, nn]",4927
22934,"[prep_on, production, nn]",4927
16107,"[prep_on, production, nn]",4927
4596,"[prep_on, production, nn]",4927
11261,"[prep_on, production, nn]",4927
22804,"[prep_on, production, nn]",4927
9528,"[prep_on, production, nn]",4927
7450,"[partmod, induced, dobj, release, prep_of]",4928
25812,"[nsubj, increased, dobj, stability, prep_of, mrna, amod]",4930
2826,"[nsubj, induced, prep_in, cells, amod]",4931
17102,"[nsubj, induced, prep_in, cells, amod]",4931
644,"[prep_on, translocation, amod]",4932
4699,"[nsubj, markedly, dobj]",4933
24392,"[nsubj, markedly, dobj]",4933
12315,"[appos, inhibitor, rcmod, inhibits, dobj]",4934
28760,"[nsubj, have, dobj, effect, prep_on]",4935
3861,"[nsubj, have, dobj, effect, prep_on]",4935
20132,"[nsubj, have, dobj, effect, prep_on]",4935
11574,"[nsubj, inhibits, dobj, levels, nn]",4936
1966,"[nn, family, prep_of, member, nsubj]",4938
16944,"[nsubj, increased, dobj, activities, amod]",4939
6086,"[nsubj, increased, dobj, activities, amod]",4939
12346,"[appos, product, nn]",4940
20589,"[amod, inhibitors, prep_of]",4943
24525,"[amod, inhibitors, prep_of]",4943
21691,"[amod, inhibitors, prep_of]",4943
22061,"[conj_nor, zotepine, agent, affected, nsubjpass, hypothermia, prep_in, mice, appos, effect, amod]",4945
1703,"[conj_nor, zotepine, agent, affected, nsubjpass, hypothermia, prep_in, mice, appos, effect, amod]",4945
13141,"[appos, inhibitor, amod]",4946
24172,"[appos, inhibitor, amod]",4946
11309,"[appos, inhibitor, amod]",4946
15244,"[appos, inhibitor, amod]",4946
9243,"[appos, inhibitor, amod]",4946
17664,"[appos, inhibitor, amod]",4946
25498,"[appos, inhibitor, amod]",4946
25770,"[appos, inhibitor, amod]",4946
9017,"[appos, inhibitor, amod]",4946
25793,"[appos, inhibitor, amod]",4946
16458,"[appos, inhibitor, amod]",4946
9011,"[appos, inhibitor, amod]",4946
11495,"[appos, inhibitor, amod]",4946
4718,"[appos, inhibitor, amod]",4946
11554,"[appos, inhibitor, amod]",4946
23947,"[appos, inhibitor, amod]",4946
15419,"[appos, inhibitor, amod]",4946
6013,"[appos, inhibitor, amod]",4946
17702,"[appos, inhibitor, amod]",4946
13307,"[appos, inhibitor, amod]",4946
5809,"[appos, inhibitor, amod]",4946
2351,"[appos, inhibitor, amod]",4946
10709,"[appos, inhibitor, amod]",4946
12258,"[appos, inhibitor, amod]",4946
14876,"[appos, inhibitor, amod]",4946
5390,"[appos, inhibitor, amod]",4946
15743,"[appos, inhibitor, amod]",4946
23363,"[appos, inhibitor, amod]",4946
3130,"[appos, inhibitor, amod]",4946
23338,"[appos, inhibitor, amod]",4946
10809,"[appos, inhibitor, amod]",4946
15646,"[appos, inhibitor, amod]",4946
11001,"[appos, inhibitor, amod]",4946
1566,"[appos, inhibitor, amod]",4946
9723,"[appos, inhibitor, amod]",4946
17516,"[appos, inhibitor, amod]",4946
2226,"[appos, inhibitor, amod]",4946
19187,"[appos, inhibitor, amod]",4946
20676,"[appos, inhibitor, amod]",4946
15088,"[appos, inhibitor, amod]",4946
12841,"[appos, inhibitor, amod]",4946
25232,"[appos, inhibitor, amod]",4946
9773,"[appos, inhibitor, amod]",4946
2164,"[appos, inhibitor, amod]",4946
4649,"[appos, inhibitor, amod]",4946
25955,"[appos, inhibitor, amod]",4946
8077,"[appos, inhibitor, amod]",4946
2517,"[appos, inhibitor, amod]",4946
27027,"[appos, inhibitor, amod]",4946
8517,"[appos, inhibitor, amod]",4946
3464,"[appos, inhibitor, amod]",4946
16966,"[appos, inhibitor, amod]",4946
14117,"[appos, inhibitor, amod]",4946
26615,"[appos, inhibitor, amod]",4946
26725,"[appos, inhibitor, amod]",4946
23012,"[amod, inhibited, prep_of, presence, prep_in, ligand, prep_to]",4949
20334,"[amod, inhibited, prep_of, presence, prep_in, ligand, prep_to]",4949
14173,"[nsubj, inhibited, dobj, generation, nn]",4950
13785,"[nsubj, reduced, dobj, secretion, nn]",4951
21971,"[nsubj, reduced, dobj, secretion, nn]",4951
7910,"[prep_to, exposed, partmod, cells, prep_in, activated, nsubjpass]",4952
9763,"[prep_to, exposed, partmod, cells, prep_in, activated, nsubjpass]",4952
15802,"[amod, acetyltransferase, amod, gene, prep_to, linked, partmod, promoter, amod]",4954
5553,"[prep_to, cells, nn]",4955
7507,"[prep_to, cells, nn]",4955
28448,"[prep_to, cells, nn]",4955
11390,"[prep_to, cells, nn]",4955
7756,"[prep_to, cells, nn]",4955
29218,"[amod, micrograms, amod]",4956
27044,"[prep_of, administration, nsubj, increased, dobj, levels, amod]",4957
15046,"[prep_of, administration, nsubj, increased, dobj, levels, amod]",4957
27942,"[prep_of, administration, nsubj, increased, dobj, levels, amod]",4957
15082,"[nsubj, suppress, prepc_by, inhibiting, dobj, expression, prep_of]",4959
21295,"[prep_to, investigated, dobj, role, prep_of]",4962
8700,"[dep, site, prep_of]",4964
4530,"[nsubj, abolished, prep_to]",4965
10069,"[nsubj, abolished, prep_to]",4965
4097,"[nsubj, abolished, prep_to]",4965
3810,"[dep, vinblastine, prep_such_as, inhibitor, nn]",4966
28193,"[dep, vinblastine, prep_such_as, inhibitor, nn]",4966
20588,"[dep, navelbine, dep, co, appos]",4967
634,"[dep, navelbine, dep, co, appos]",4967
362,"[amod, treatment, prep_after]",4968
22372,"[amod, treatment, prep_after]",4968
8239,"[amod, treatment, prep_after]",4968
7053,"[amod, treatment, prep_after]",4968
389,"[amod, treatment, prep_after]",4968
17628,"[nsubj, increased, dobj, expression, appos]",4969
2291,"[nsubj, increased, dobj, expression, appos]",4969
23435,"[nsubj, increased, dobj, expression, appos]",4969
22369,"[nsubj, increased, dobj, expression, appos]",4969
4818,"[nsubj, increased, dobj, expression, appos]",4969
7725,"[nsubj, increased, dobj, expression, appos]",4969
4825,"[prep_of, metabolism, prep_in, involved, nsubjpass]",4971
29116,"[prep_of, metabolism, prep_in, involved, nsubjpass]",4971
24765,"[prep_of, metabolism, prep_in, involved, nsubjpass]",4971
16854,"[prep_of, metabolism, prep_in, involved, nsubjpass]",4971
15323,"[prep_of, metabolism, prep_in, involved, nsubjpass]",4971
13316,"[prep_of, metabolism, prep_in, involved, nsubjpass]",4971
22765,"[prep_of, metabolism, prep_in, involved, nsubjpass]",4971
11702,"[nsubj, affects, dobj, levels, amod]",4972
3416,"[nsubj, affects, dobj, levels, amod]",4972
9200,"[prep_with, interacted, nsubj]",4973
6899,"[prep_with, interacted, nsubj]",4973
21016,"[prep_with, interacted, nsubj]",4973
18769,"[nsubj, inhibited, dobj, expression, prep_of]",4974
8579,"[nsubj, inhibited, dobj, expression, prep_of]",4974
29199,"[nsubj, inhibited, dobj, expression, prep_of]",4974
23660,"[nsubj, inhibited, dobj, expression, prep_of]",4974
27017,"[nsubj, inhibited, dobj, expression, prep_of]",4974
19355,"[nsubj, inhibited, dobj, expression, prep_of]",4974
20342,"[nsubj, inhibited, dobj, expression, prep_of]",4974
5603,"[nsubj, inhibited, dobj, expression, prep_of]",4974
10277,"[nsubj, inhibited, dobj, expression, prep_of]",4974
19923,"[nsubj, inhibited, dobj, expression, prep_of]",4974
21161,"[nsubj, inhibited, dobj, expression, prep_of]",4974
19193,"[nsubj, inhibited, dobj, expression, prep_of]",4974
14412,"[nsubj, inhibited, dobj, expression, prep_of]",4974
26350,"[nsubj, inhibited, dobj, expression, prep_of]",4974
15860,"[nsubj, inhibited, dobj, expression, prep_of]",4974
26334,"[nsubj, inhibited, dobj, expression, prep_of]",4974
27516,"[nsubj, inhibited, dobj, expression, prep_of]",4974
2825,"[nsubj, inhibited, dobj, expression, prep_of]",4974
21258,"[nsubj, inhibited, dobj, expression, prep_of]",4974
1798,"[nsubj, inhibited, dobj, expression, prep_of]",4974
6290,"[nsubj, inhibited, dobj, expression, prep_of]",4974
1398,"[nsubj, inhibited, dobj, expression, prep_of]",4974
5741,"[nsubj, inhibited, dobj, expression, prep_of]",4974
19705,"[nsubj, inhibited, dobj, expression, prep_of]",4974
25581,"[nsubj, inhibited, dobj, expression, prep_of]",4974
2087,"[nsubj, inhibited, dobj, expression, prep_of]",4974
20227,"[nsubj, inhibited, dobj, expression, prep_of]",4974
29113,"[nsubj, inhibited, dobj, expression, prep_of]",4974
13336,"[nsubj, inhibited, dobj, expression, prep_of]",4974
7318,"[nsubj, inhibited, dobj, expression, prep_of]",4974
16335,"[nsubj, inhibited, dobj, expression, prep_of]",4974
2703,"[nsubj, inhibited, dobj, expression, prep_of]",4974
13135,"[nsubj, inhibited, dobj, expression, prep_of]",4974
12070,"[appos, factor, amod, granulocyte, amod]",4975
21142,"[prep_of, targets, appos, inhibition, prep_of, kinase, appos]",4976
22488,"[nn, treatment, prep_after, decreased, nsubj]",4980
11465,"[appos, methamphetamine, prep_of, symptomatology, nsubj, use, advcl, gene, nsubj]",4981
8166,"[appos, methamphetamine, prep_of, symptomatology, nsubj, use, advcl, gene, nsubj]",4981
6008,"[nsubj, altered, dobj, expression, amod]",4983
5484,"[nsubj, altered, dobj, expression, amod]",4983
10640,"[nsubj, specific, prep_for]",4984
1462,"[xsubj, silencing, prep_of]",4985
6894,"[xsubj, silencing, prep_of]",4985
6248,"[nsubj, reduced, xcomp]",4986
8202,"[nsubj, activates, dobj, enzyme, amod]",4987
23430,"[nsubj, activates, dobj, enzyme, amod]",4987
11509,"[nsubj, enhanced, dobj, formation, amod]",4992
23708,"[prep_to, changed, nsubj]",4993
12343,"[prep_to, sensitive, nsubj, cells, nn]",4995
27018,"[prep_to, sensitive, nsubj, cells, nn]",4995
2571,"[prep_to, sensitive, nsubj, cells, nn]",4995
19872,"[prep_to, sensitive, nsubj, cells, nn]",4995
2612,"[prep_to, sensitive, nsubj, cells, nn]",4995
4088,"[appos, theophylline, appos, midazolam, appos]",4997
21083,"[appos, theophylline, appos, midazolam, appos]",4997
27578,"[amod, phosphate, appos]",5000
27423,"[dobj, transport, xsubj]",5001
20011,"[nn, pathway, appos]",5002
12191,"[nsubj, decreased, dobj, amount, prep_of]",5003
24057,"[nsubj, decreased, dobj, amount, prep_of]",5003
21240,"[amod, gene, prep_to, linked, partmod, promoter, nn]",5005
15101,"[amod, gene, prep_to, linked, partmod, promoter, nn]",5005
10673,"[amod, gene, prep_to, linked, partmod, promoter, nn]",5005
9573,"[amod, gene, prep_to, linked, partmod, promoter, nn]",5005
21151,"[prep_with, reduced, nsubjpass, levels, nn]",5006
1812,"[prep_with, reduced, nsubjpass, levels, nn]",5006
28759,"[prep_of, treatment, appos]",5008
14102,"[xsubj, transcription, amod]",5009
17097,"[xsubj, transcription, amod]",5009
7964,"[xsubj, bind, dobj]",5011
1704,"[amod, therapy, nsubjpass, determined, advcl, elaborated, nsubj, changes, prep_in, concentrations, prep_of]",5012
4676,"[dep, reduced, prep_with, expression, prep_of, hadhb, appos]",5013
26719,"[dep, reduced, prep_with, expression, prep_of, hadhb, appos]",5013
13467,"[dep, reduced, prep_with, expression, prep_of, hadhb, appos]",5013
20557,"[dep, reduced, prep_with, expression, prep_of, hadhb, appos]",5013
21331,"[dep, reduced, prep_with, expression, prep_of, hadhb, appos]",5013
4568,"[dep, reduced, prep_with, expression, prep_of, hadhb, appos]",5013
28295,"[nsubjpass, cleaved, agent]",5017
28648,"[nsubjpass, cleaved, agent]",5017
3954,"[prep_by, protein, appos]",5018
27941,"[prep_by, protein, appos]",5018
777,"[agent, inhibited, nsubjpass, action, prep_of]",5019
9115,"[agent, inhibited, nsubjpass, action, prep_of]",5019
251,"[agent, inhibited, nsubjpass, action, prep_of]",5019
21780,"[agent, induced, partmod, activity, amod]",5020
366,"[agent, induced, partmod, activity, amod]",5020
7820,"[amod, treatment, prep_after, upregulated, nsubjpass, expression, prep_of]",5022
17169,"[nn, analog, nn]",5023
12281,"[xsubj, inhibit, dobj, systems, nn]",5027
3577,"[nsubj, reduces, dobj, expression, prep_of]",5028
10430,"[nn, treatment, nsubj, resulted, prep_in, expression, prep_of]",5030
16837,"[nn, treatment, nsubj, resulted, prep_in, expression, prep_of]",5030
7253,"[amod, inhibitors, nn]",5031
13255,"[amod, inhibitors, nn]",5031
13088,"[amod, inhibitors, nn]",5031
11948,"[amod, inhibitors, nn]",5031
12574,"[amod, inhibitors, nn]",5031
28817,"[amod, inhibitors, nn]",5031
27412,"[amod, inhibitors, nn]",5031
5865,"[agent, blocked, nsubjpass, activity, nn]",5032
25122,"[prep_of, effect, dobj, examine, prep_on]",5033
934,"[prep_of, pharmacokinetics, prep_on, investigate, dobj, effect, prep_of]",5034
19973,"[prep_of, pharmacokinetics, prep_on, investigate, dobj, effect, prep_of]",5034
28580,"[amod, secretion, nn]",5035
18284,"[amod, secretion, nn]",5035
21064,"[amod, secretion, nn]",5035
6407,"[amod, secretion, nn]",5035
19758,"[appos, curcumin, nsubj, stress, dobj, oxidase, appos]",5036
9198,"[appos, curcumin, nsubj, stress, dobj, oxidase, appos]",5036
4690,"[prep_with, received, advcl, received, parataxis, assigned, nsubjpass, patients, partmod, undergoing, dobj, surgery, amod]",5037
26559,"[prep_with, received, advcl, received, parataxis, assigned, nsubjpass, patients, partmod, undergoing, dobj, surgery, amod]",5037
19191,"[amod, glucuronidation, prep_in]",5038
2269,"[prep_with, induced, partmod]",5039
16476,"[prep_with, induced, partmod]",5039
21467,"[nsubj, alter, dobj, activity, nn]",5040
23371,"[nsubj, alter, dobj, activity, nn]",5040
5735,"[nsubj, suppressed, dobj, production, nn]",5041
13606,"[nsubj, suppressed, dobj, production, nn]",5041
5155,"[dep, arabinoside, amod]",5042
4678,"[nsubj, inhibited, dobj, growth, nn]",5044
28287,"[nsubj, inhibited, dobj, growth, nn]",5044
28432,"[nsubj, inhibited, dobj, growth, nn]",5044
1423,"[nsubj, demonstrated, dobj, activity, prep_in, cancer, appos]",5047
2695,"[prep_of, effects, dobj, studied, prep_on, expression, nn]",5048
6964,"[prep_of, effects, dobj, studied, prep_on, expression, nn]",5048
2589,"[nn, transferase, appos]",5049
18265,"[nn, transferase, appos]",5049
3688,"[nn, group, amod]",5050
14525,"[nn, group, amod]",5050
11321,"[amod, antizyme, appos]",5052
3281,"[agent, inhibited, nsubjpass, activity, nn]",5054
8386,"[agent, inhibited, nsubjpass, activity, nn]",5054
14384,"[agent, inhibited, nsubjpass, activity, nn]",5054
12867,"[agent, inhibited, nsubjpass, activity, nn]",5054
25158,"[agent, inhibited, nsubjpass, activity, nn]",5054
8707,"[agent, inhibited, nsubjpass, activity, nn]",5054
26789,"[agent, inhibited, nsubjpass, activity, nn]",5054
19304,"[agent, inhibited, nsubjpass, activity, nn]",5054
3198,"[agent, inhibited, nsubjpass, activity, nn]",5054
12746,"[amod, solution, prep_of]",5055
26026,"[amod, solution, prep_of]",5055
26906,"[prep_with, incubated, partmod, cells, nn]",5056
9179,"[prep_with, incubated, partmod, cells, nn]",5056
25297,"[prep_with, incubated, partmod, cells, nn]",5056
11028,"[nsubj, inhibited, dobj, levels, nn]",5057
7455,"[nsubj, inhibited, dobj, effects, nn]",5059
29044,"[nsubj, inhibited, dobj, effects, nn]",5059
4426,"[amod, treatment, appos, levels, prep_of]",5060
4584,"[nsubj, one, prep_of, substrates, num]",5061
3672,"[dep, incubation, prep_of]",5062
27134,"[dep, incubation, prep_of]",5062
13744,"[dep, inhibited, dobj, preparation, prep_of, activity, nn]",5063
11862,"[dep, activity, appos]",5064
2849,"[dep, activity, appos]",5064
20604,"[prep_by, induction, appos]",5065
9646,"[xsubj, overexpression, prep_of]",5066
8340,"[xsubj, overexpression, prep_of]",5066
7095,"[xsubj, overexpression, prep_of]",5066
2909,"[xsubj, overexpression, prep_of]",5066
2009,"[xsubj, overexpression, prep_of]",5066
2482,"[xsubj, overexpression, prep_of]",5066
12263,"[xsubj, overexpression, prep_of]",5066
13038,"[nsubj, had, dobj, effects, prep_on, cells, amod]",5067
10206,"[prep_of, effect, dobj, investigate, prep_on, expression, nn]",5068
23663,"[prep_of, effect, dobj, investigate, prep_on, expression, nn]",5068
25972,"[prep_of, effect, dobj, investigate, prep_on, expression, nn]",5068
24983,"[prep_of, effect, dobj, investigate, prep_on, expression, nn]",5068
27559,"[prep_of, effect, dobj, investigate, prep_on, expression, nn]",5068
26456,"[prep, than, pcomp, to, pobj]",5070
16044,"[prep, than, pcomp, to, pobj]",5070
10671,"[nsubj, abolished, prep_on]",5071
808,"[nsubj, abolished, prep_on]",5071
11032,"[nsubj, caused, prep_from]",5072
28172,"[prep_of, metabolism, nn]",5074
4029,"[prep_of, precursor, appos]",5075
17605,"[amod, inhibitors, amod]",5076
19367,"[amod, inhibitors, amod]",5076
9167,"[amod, inhibitors, amod]",5076
3678,"[amod, inhibitors, amod]",5076
4484,"[amod, inhibitors, amod]",5076
18842,"[amod, inhibitors, amod]",5076
22751,"[amod, inhibitors, amod]",5076
10779,"[amod, inhibitors, amod]",5076
4001,"[amod, inhibitors, amod]",5076
14481,"[prep, plus, dep, antagonist, nn]",5077
27053,"[amod, ii, nn]",5078
22145,"[nsubj, inhibited, dobj, current, amod]",5080
16069,"[nsubj, inhibited, dobj, current, amod]",5080
7638,"[prep_for, site, prep_as, identified, nsubjpass, protein, appos]",5081
21071,"[prep_such_as, inducers, prep_of]",5086
9880,"[appos, lapatinib, nsubj, inhibitor, prep_of, receptor, appos]",5087
3232,"[nsubj, attenuated, dobj, degradation, prep_of]",5088
8471,"[nn, resistance, prep_in, involved, nsubjpass]",5089
10692,"[nn, resistance, prep_in, involved, nsubjpass]",5089
24374,"[nn, resistance, prep_in, involved, nsubjpass]",5089
15274,"[nn, resistance, prep_in, involved, nsubjpass]",5089
970,"[appos, treatment, prep_with, agonist, nn]",5090
4487,"[nsubj, potentiated, dobj]",5091
9221,"[nsubj, potentiated, dobj]",5091
25260,"[nsubj, induce, dobj, activity, nn]",5092
16801,"[dep, units, amod]",5093
7882,"[nsubj, increased, dobj, levels, nn]",5094
3689,"[nsubj, increased, dobj, levels, nn]",5094
2906,"[nsubj, increased, dobj, levels, nn]",5094
14080,"[nsubj, increased, dobj, levels, nn]",5094
23501,"[nsubj, increased, dobj, levels, nn]",5094
25077,"[nsubj, increased, dobj, levels, nn]",5094
8276,"[nsubj, increased, dobj, levels, nn]",5094
15909,"[nsubj, increased, dobj, levels, nn]",5094
4286,"[nsubj, increased, dobj, levels, nn]",5094
15586,"[nsubj, increased, dobj, levels, nn]",5094
20068,"[nsubj, increased, dobj, levels, nn]",5094
29008,"[nsubj, increased, dobj, levels, nn]",5094
668,"[nsubj, increased, dobj, levels, nn]",5094
22506,"[nsubj, increased, dobj, levels, nn]",5094
8605,"[nsubj, increased, dobj, levels, nn]",5094
16111,"[nsubj, increased, dobj, levels, nn]",5094
6117,"[nsubj, increased, dobj, levels, nn]",5094
26890,"[amod, isopropyidoneglucofruranose, nsubj, showed, prep_than, acceptors, amod]",5095
6065,"[amod, isopropyidoneglucofruranose, nsubj, showed, prep_than, acceptors, amod]",5095
8247,"[dep, acebutolol, appos]",5097
17065,"[dep, acebutolol, appos]",5097
5425,"[dobj, regulates, nsubj]",5098
16889,"[ccomp, inhibited, dobj]",5099
10420,"[nsubjpass, reduced, agent]",5100
11838,"[nsubj, abrogated, dobj, effect, prep_of]",5101
7749,"[agent, altered, nsubjpass, levels, nn]",5103
15118,"[agent, altered, nsubjpass, levels, nn]",5103
9476,"[amod, cells, amod]",5104
9788,"[amod, cells, amod]",5104
26946,"[nsubj, suppressed, dobj, expression, prep_of]",5105
25229,"[nsubj, suppressed, dobj, expression, prep_of]",5105
17460,"[nsubj, suppressed, dobj, expression, prep_of]",5105
28493,"[nsubj, suppressed, dobj, expression, prep_of]",5105
