"","label","count","pgkb","drugbank"
"1856","(salmeterol,beta2ar)",7,0,1
"1857","(tamoxifen,nppb)",7,0,0
"1858","(il-2,inositol)",13,0,0
"1859","(sumatriptan,cgrp)",34,0,0
"1860","(pgi2,edrf)",26,0,0
"1861","(gefitinib,egfr)",1437,0,1
"1862","(lovastatin,statin)",32,0,0
"1863","(atra,dhand)",6,0,0
"1864","(carboplatin,il-1)",13,0,0
"1865","(capsaicin,nf-kappab)",14,0,0
"1866","(arsenite,ang-1)",12,0,0
"1867","(omeprazole,cyp1a2)",29,1,0
"1868","(fgf-7,fgf-10)",22,0,0
"1869","(phenytoin,inap)",6,0,0
"1870","(omeprazole,cyp1a1)",34,0,0
"1871","(cisplatin,xiap)",30,0,0
"1872","(verapamil,phospholipase)",16,0,0
"1873","(coxibs,cox2)",6,0,0
"1874","(vasopressin,adrenocorticotropin)",37,0,0
"1875","(propranolol,cgrp)",11,0,0
"1876","(cyclosporine,cyp3a4)",37,0,0
"1877","(bevacizumab,vegf-a)",61,0,1
"1878","(acarbose,glp-1)",9,0,0
"1879","(lubiprostone,cftr)",10,0,0
"1880","(cisplatin,cdk2)",29,0,0
"1881","(tamoxifen,phospholipase)",17,0,0
"1882","(fenofibrate,nf-kappab)",6,0,0
"1883","(vasopressin,calcitonin)",19,0,0
"1884","(propofol,enos)",13,0,0
"1885","(ketamine,hsp70)",16,0,0
"1886","(abarelix,gnrh)",10,0,0
"1887","(noradrenaline,vasa)",78,0,0
"1888","(il-2,gammac)",53,0,1
"1889","(bezafibrate,ppar)",32,0,1
"1890","(trastuzumab,rac1)",8,0,0
"1891","(isoproterenol,calcitonin)",7,0,0
"1892","(cisplatin,rpa2)",5,0,0
"1893","(mk-571,leukotriene)",20,0,0
"1894","(nadh,coq1)",9,0,0
"1895","(pioglitazone,mmp-9)",12,0,0
"1896","(pertuzumab,her-2)",11,1,1
"1897","(mephenytoin,cyp2c19)",68,1,0
"1898","(levetiracetam,sv2a)",29,0,1
"1899","(carbachol,inositol)",382,0,0
"1900","(rapamycin,mcm6)",5,0,0
"1901","(prednisolone,il-18)",5,0,0
"1902","(protamine,heparan)",20,0,0
"1903","(pyridostigmine,ghrh)",68,0,0
"1904","(rifampin,cyp2c9)",6,0,0
"1905","(bisphosphonate,hebp)",11,0,0
"1906","(chloroquine,tlr9)",22,0,1
"1907","(carvedilol,herg)",7,0,1
"1908","(voglibose,glp-1)",22,0,0
"1909","(propofol,ml-1)",61,0,0
"1910","(cyclosporin,cyclophilin)",266,0,1
"1911","(digoxin,p-gp)",129,1,0
"1912","(paclitaxel,mdr1)",41,0,0
"1913","(resveratrol,erbb2)",5,0,0
"1914","(rapamycin,hgps)",8,0,0
"1915","(infliximab,copd)",6,0,0
"1916","(nifedipine,nf-kappab)",5,0,0
"1917","(dexamethasone,dheas)",16,0,0
"1918","(prednisolone,transcortin)",18,0,0
"1919","(fk506,fkbp51)",29,0,0
"1920","(isoproterenol,beta2ar)",11,1,1
"1921","(fk506,fkbp52)",19,0,0
"1922","(fk506,fkbp59)",10,0,0
"1923","(metformin,dpp-4)",39,0,0
"1924","(octreotide,sstr2)",48,0,1
"1925","(pge2,tgf-alpha)",20,0,0
"1926","(celecoxib,grp78)",6,0,0
"1927","(captopril,endothelin-1)",8,0,0
"1928","(posaconazole,cyp3a4)",11,0,0
"1929","(prazosin,alpha1)",55,0,1
"1930","(troglitazone,pai-1)",14,0,1
"1931","(candesartan,vegf)",7,0,0
"1932","(meloxicam,cox-2)",160,0,1
"1933","(meloxicam,cox-1)",35,0,1
"1934","(dhea,il-10)",10,0,0
"1935","(metformin,aromatase)",14,0,0
"1936","(palivizumab,icer)",7,0,0
"1937","(rosiglitazone,fgf-21)",5,0,0
"1938","(il-2,bcl1)",7,0,0
"1939","(halothane,ml-1)",6,0,0
"1940","(carbachol,pkc-alpha)",8,0,0
"1941","(carbamates,cholinesterase)",18,0,0
"1942","(meperidine,il-1)",8,0,0
"1943","(cisplatin,jak2)",5,0,0
"1944","(formoterol,gm-csf)",5,0,0
"1945","(anakinra,il-1ra)",21,0,0
"1946","(hydroxyurea,chk1)",19,0,0
"1947","(pyridoxal,nifs)",11,0,0
"1948","(minocycline,parp-1)",12,0,0
"1949","(clarithromycin,cyp2c19)",14,0,0
"1950","(pravastatin,statin)",64,0,0
"1951","(erlotinib,cyp3a4)",12,1,0
"1952","(oxytocin,cpla2)",9,0,0
"1953","(fluoxetine,herg)",8,1,0
"1954","(clofibrate,l-fabp)",14,0,0
"1955","(estriol,lactogen)",9,0,0
"1956","(telmisartan,ppar)",36,0,0
"1957","(estradiol,fasl)",13,0,0
"1958","(thyroxine,lactase)",21,0,0
"1959","(imatinib,cyp3a4)",26,1,0
"1960","(il-2,lymphokine)",326,0,0
"1961","(procaterol,copd)",7,0,0
"1962","(il-2,stat6)",7,0,0
"1963","(vincristine,mdr1)",46,0,0
"1964","(il-2,stat4)",17,0,0
"1965","(il-2,stat5)",112,0,0
"1966","(forskolin,bdnf)",9,0,0
"1967","(ezetimibe,npc1l1)",87,0,1
"1968","(budesonide,cyp3a)",11,0,0
"1969","(debrisoquine,oct1)",7,0,0
"1970","(trastuzumab,erbb-2)",16,1,1
"1971","(curcumin,p300)",19,0,0
"1972","(thyrotropin,tsh-r)",40,0,0
"1973","(exemestane,aromatase)",182,1,1
"1974","(estradiol,l-pgds)",13,0,0
"1975","(gemcitabine,dlts)",10,0,0
"1976","(ketanserin,5-ht-2)",7,0,0
"1977","(adalimumab,icer)",6,0,0
"1978","(il-2,stat1)",14,0,0
"1979","(bortezomib,hif-1alpha)",6,0,0
"1980","(il-2,stat3)",41,0,0
"1981","(efavirenz,cyp3a4)",17,0,0
"1982","(vasopressin,aquaporin-2)",111,0,0
"1983","(il-2,ldlr)",6,0,0
"1984","(dexamethasone,muc1)",10,0,0
"1985","(creatine,gapdh)",8,0,0
"1986","(fk506,fkbp12)",223,0,0
"1987","(gemcitabine,vegf)",10,0,0
"1988","(amd3100,cxcr4)",261,0,1
"1989","(curcumin,inos)",27,0,0
"1990","(genistein,cftr)",106,0,0
"1991","(tolbutamide,sur1)",24,0,1
"1992","(hydrocortisone,lactase)",11,0,0
"1993","(losartan,ace2)",10,0,0
"1994","(gliclazide,sur1)",7,0,1
"1995","(naloxone,adrenocorticotropin)",13,0,0
"1996","(ritonavir,cyp3a4)",53,1,0
"1997","(sorafenib,b-raf)",21,0,0
"1998","(dexamethasone,ampk)",7,0,0
"1999","(thyroglobulin,megalin)",12,0,0
"2000","(curcumin,ppargamma)",30,0,0
"2001","(montelukast,leukotriene)",215,0,0
"2002","(prostacyclin,il-1)",15,0,0
"2003","(mibefradil,cyp3a4)",15,0,0
"2004","(doxorubicin,top2a)",6,1,1
"2005","(ctla4ig,cd28)",31,0,0
"2006","(fulvestrant,aromatase)",37,0,0
"2007","(4-methylumbelliferone,udp-glucuronosyltransferase)",11,0,0
"2008","(meloxicam,cyclooxygenase-1)",15,0,1
"2009","(triamcinolone,vegf)",16,0,0
"2010","(forskolin,creb)",76,0,0
"2011","(curcumin,ctgf)",14,0,0
"2012","(meloxicam,cyclooxygenase-2)",51,0,1
"2013","(pitavastatin,enos)",14,0,0
"2014","(naproxen,cox-1)",23,0,1
"2015","(naproxen,cox-2)",35,0,1
"2016","(celecoxib,cox2)",16,0,0
"2017","(hyaluronate,cd44)",162,0,1
"2018","(perifosine,mtor)",6,0,0
"2019","(nadh,ndh2)",7,0,0
"2020","(aldosterone,aqp2)",14,0,0
"2021","(oxytocin,pla2)",7,0,0
"2022","(il-2,ml-1)",12,0,0
"2023","(gm-csf,cd14)",84,0,0
"2024","(carvedilol,p-gp)",9,1,0
"2025","(beta-estradiol,lhrh)",15,0,0
"2026","(saxagliptin,dpp-4)",28,0,1
"2027","(salbutamol,ifn-gamma)",6,0,0
"2028","(rapamycin,folliculin)",5,0,0
"2029","(mitomycin,nqo1)",27,0,0
"2030","(carbachol,rap1)",7,0,0
"2031","(fk506,ryr2)",10,0,0
"2032","(haloperidol,penk)",5,0,0
"2033","(diltiazem,cyp3a4)",17,1,0
"2034","(il-1rn,il-1)",45,0,0
"2035","(estradiol,gfap)",14,0,0
"2036","(collagenase,mmp13)",6,0,0
"2037","(leuprolide,lhrh)",32,0,0
"2038","(felbamate,cyp3a4)",9,0,0
"2039","(naloxone,dynorphin)",93,0,0
"2040","(cisplatin,mad2)",8,0,0
"2041","(hydroxyurea,ifn-alpha)",27,0,0
"2042","(sildenafil,abcb1)",6,0,0
"2043","(felodipine,cyp3a4)",10,1,0
"2044","(paclitaxel,g-csf)",87,0,0
"2045","(streptozocin,niddm)",9,0,0
"2046","(cisplatin,ghrelin)",10,0,0
"2047","(trastuzumab,vegf)",11,0,0
"2048","(dexamethasone,cd40l)",6,0,0
"2049","(gm-csf,cd40)",28,0,0
"2050","(sr141716a,cb1r)",11,0,0
"2051","(il-1ra,il-1)",1965,0,0
"2052","(bupivacaine,trek-1)",5,0,0
"2053","(gm-csf,cd34)",184,0,0
"2054","(etoposide,cyp3a4)",14,0,0
"2055","(melatonin,aromatase)",49,0,0
"2056","(fluvastatin,enos)",15,0,0
"2057","(curcumin,prl-3)",8,0,0
"2058","(rapamycin,hif-1alpha)",24,0,0
"2059","(imatinib,pdgfr)",129,1,1
"2060","(neomycin,inositol)",66,0,0
"2061","(cetuximab,her1)",6,0,1
"2062","(il-2,il-1ra)",18,0,0
"2063","(oltipraz,gsta2)",15,0,0
"2064","(gm-csf,factor-1)",6,0,0
"2065","(calcitriol,fgf23)",16,0,0
"2066","(trifluoperazine,calmodulin)",550,0,1
"2067","(collagenase,timp-1)",80,0,0
"2068","(g-csf,vegf)",20,0,0
"2069","(collagenase,timp-2)",30,0,0
"2070","(letrozole,aromatase)",344,1,1
"2071","(il-2,pthrp)",9,0,0
"2072","(zd1839,egfr)",183,0,1
"2073","(troleandomycin,cyp3a4)",22,0,0
"2074","(cyclosporin,il-5)",14,0,0
"2075","(dantrolene,ryr1)",10,0,1
"2076","(valspodar,p-gp)",26,1,0
"2077","(gw572016,egfr)",19,1,1
"2078","(atra,apr3)",8,0,0
"2079","(2-methoxyestradiol,comt)",14,0,0
"2080","(allopurinol,oxidoreductase)",21,0,0
"2081","(troglitazone,hmcs)",5,0,0
"2082","(rimonabant,srebp-1c)",5,0,0
"2083","(dexamethasone,osteopontin)",5,0,0
"2084","(diazoxide,sur1)",21,0,0
"2085","(g-csf,flt-3)",8,0,0
"2086","(isoniazid,inha)",75,0,1
"2087","(metformin,g6pase)",9,0,0
"2088","(alemtuzumab,cd52)",111,0,1
"2089","(hydrocortisone,icam-1)",7,0,0
"2090","(dasatinib,epha2)",12,0,1
"2091","(voriconazole,cyp3a4)",13,0,0
"2092","(fluconazole,ml-1)",40,0,0
"2093","(ceftazidime,g-csf)",11,0,0
"2094","(indomethacin,nur77)",6,0,0
"2095","(curcumin,trxr1)",6,0,0
"2096","(genistein,bcl-2)",34,0,0
"2097","(indomethacin,mcp-1)",6,0,0
"2098","(thyroxine,shbg)",6,0,0
"2099","(troglitazone,e-cadherin)",6,0,0
"2100","(ara-c,bcl-2)",50,0,0
"2101","(collagenase,mmp-8)",47,0,0
"2102","(cyclosporin,p-gp)",113,0,0
"2103","(collagenase,mmp-9)",82,0,0
"2104","(carbachol,mucin)",22,0,0
"2105","(tamoxifen,cyp2c9)",9,1,0
"2106","(forskolin,phospholipase)",23,0,0
"2107","(omeprazole,adenosinetriphosphatase)",6,0,0
"2108","(imatinib,nqo2)",11,0,0
"2109","(sulfasalazine,etanercept)",31,0,0
"2110","(debrisoquine,cyp2d6)",198,1,0
"2111","(collagenase,mmp-2)",87,0,0
"2112","(simvastatin,hmgb1)",5,0,0
"2113","(tamoxifen,cyp2d6)",248,0,0
"2114","(methotrexate,rfc1)",15,0,0
"2115","(gm-csf,g-csf)",506,0,0
"2116","(g-csf,gm-csf)",506,0,0
"2117","(tamoxifen,appd)",5,0,0
"2118","(estradiol,comt)",21,0,0
"2119","(formoterol,pp2a)",5,0,0
"2120","(capsaicin,beta-endorphin)",11,0,0
"2121","(ribavirin,ifn-alpha)",108,0,0
"2122","(gm-csf,cd80)",22,0,0
"2123","(quinidine,cyp3a)",13,0,0
"2124","(hyaluronan,ec-sod)",5,0,0
"2125","(ethosuximide,cyp3a)",6,0,0
"2126","(gm-csf,cd86)",23,0,0
"2127","(lovastatin,bcl-2)",11,0,0
"2128","(atorvastatin,vegf)",27,0,0
"2129","(doxorubicin,pten)",24,0,0
"2130","(cysteamine,cystinosis)",128,0,0
"2131","(budesonide,vegf)",16,0,0
"2132","(ketamine,bdnf)",18,0,0
"2133","(naringenin,herg)",9,0,0
"2134","(nimesulide,cox-2)",218,1,1
"2135","(g-csf,il-10)",25,0,0
"2136","(curcumin,cyclooxygenase-2)",20,0,0
"2137","(nimesulide,cox-1)",20,0,0
"2138","(g-csf,il-11)",20,0,0
"2139","(il-11,g-csf)",20,0,0
"2140","(spermine,trna)",46,0,0
"2141","(propofol,pkc-alpha)",5,0,0
"2142","(corticosteroids,aqp1)",9,0,0
"2143","(rapamycin,pi3-kinase)",17,0,0
"2144","(curcumin,egfr)",18,0,0
"2145","(g-csf,il-17)",21,0,0
"2146","(zolpidem,cyp3a)",7,0,0
"2147","(desferrioxamine,hif-1)",13,0,0
"2148","(atazanavir,p-gp)",8,0,0
"2149","(clofibrate,acyltransferase)",10,0,0
"2150","(chloramphenicol,hsp70)",13,0,0
"2151","(su11248,vegf)",13,1,0
"2152","(aldosterone,k-ras)",9,0,0
"2153","(fk506,il-13)",5,0,0
"2154","(colchicine,gm-csf)",10,0,0
"2155","(dobutamine,mcp-1)",5,0,0
"2156","(dexamethasone,runx2)",7,0,0
"2157","(tacrolimus,egfr)",6,0,0
"2158","(atorvastatin,adiponectin)",14,0,0
"2159","(ctla4ig,cd80)",12,0,1
"2160","(estradiol,bmp-7)",5,0,0
"2161","(pge2,fmlp)",17,0,0
"2162","(rapamycin,rheb)",38,0,0
"2163","(procainamide,dnmt1)",5,0,1
"2164","(tiotropium,copd)",361,0,0
"2165","(fibrates,pltp)",5,0,0
"2166","(streptokinase,pai-1)",14,0,0
"2167","(berberine,ampk)",41,0,0
"2168","(clomipramine,cyp2d6)",9,1,0
"2169","(quinidine,cyp2d)",9,0,0
"2170","(curcumin,stat1)",6,0,0
"2171","(curcumin,stat3)",34,0,0
"2172","(salmeterol,beta2)",11,0,0
"2173","(vinorelbine,bcl-2)",5,0,0
"2174","(saquinavir,p-gp)",33,1,0
"2175","(pioglitazone,ppar-gamma)",78,0,1
"2176","(simvastatin,icam-1)",9,0,0
"2177","(norepinephrine,alpha1)",27,1,1
"2178","(phosphatidylserine,pssa)",7,0,1
"2179","(fk506,ppiase)",43,0,0
"2180","(naltrexone,pomc)",5,0,0
"2181","(abx-egf,egfr)",10,1,1
"2182","(itraconazole,mtor)",5,0,0
"2183","(gefitinib,bcrp)",30,0,0
"2184","(gemfibrozil,statin)",15,0,0
"2185","(lapatinib,egfr)",115,1,1
"2186","(propofol,inos)",12,0,0
"2187","(resveratrol,icam-1)",9,0,0
"2188","(ofatumumab,cd20)",19,0,0
"2189","(urokinase,vegf)",11,0,0
"2190","(cyclosporin,col6a1)",5,0,0
"2191","(rosiglitazone,mcp-1)",9,0,0
"2192","(lovastatin,rhoa)",26,0,0
"2193","(lovastatin,survivin)",8,0,0
"2194","(amiloride,asic)",12,0,1
"2195","(estradiol,cort)",8,0,0
"2196","(maraviroc,ccr5)",147,1,1
"2197","(noradrenaline,lhrh)",13,0,0
"2198","(vorinostat,ctcl)",38,0,0
"2199","(clofibrate,cyp2e1)",6,0,0
"2200","(cerulenin,fasn)",5,0,1
"2201","(diuretics,copd)",7,0,0
"2202","(bortezomib,survivin)",11,0,0
"2203","(buspirone,s100b)",9,0,0
"2204","(medetomidine,gastrin)",6,0,0
"2205","(oxytocin,oxtr)",69,0,1
"2206","(metformin,pten)",5,0,0
"2207","(dhea,dhea-st)",12,0,0
"2208","(dexamethasone,mtor)",11,0,0
"2209","(curcumin,cyp1a1)",10,0,0
"2210","(losartan,a-ii)",11,0,0
"2211","(lidocaine,egfr)",7,0,1
"2212","(fluoxetine,mao-a)",6,0,0
"2213","(fluconazole,cdr1)",28,0,0
"2214","(2-methoxyestradiol,hif-1alpha)",12,0,0
"2215","(naloxone,tlr4)",9,0,1
"2216","(artemisinin,cyp2c19)",8,0,0
"2217","(betaine,bgt-1)",15,0,0
"2218","(phenytoin,ml-1)",14,0,0
"2219","(mecamylamine,nachr)",77,0,0
"2220","(simvastatin,apom)",18,0,0
"2221","(terfenadine,cyp3a4)",26,1,0
"2222","(flutamide,cyp1a2)",14,0,0
"2223","(pge2,bfgf)",20,0,0
"2224","(pge2,cgrp)",15,0,0
"2225","(hyaluronan,layilin)",9,0,0
"2226","(paclitaxel,ap-1)",10,0,0
"2227","(nortriptyline,cyp2d6)",30,1,0
"2228","(estrone,bcrp)",8,0,0
"2229","(amiloride,u-pa)",7,0,1
"2230","(rapamycin,eef2)",15,0,0
"2231","(forskolin,ifn-gamma)",8,0,0
"2232","(bexarotene,ctcl)",71,0,0
"2233","(clotrimazole,aromatase)",6,0,0
"2234","(curcumin,tlr2)",8,0,0
"2235","(leuprorelin,lhrh)",16,0,0
"2236","(curcumin,tlr4)",8,0,0
"2237","(celecoxib,caspase-3)",10,1,0
"2238","(cisplatin,mrp2)",24,0,0
"2239","(imatinib,pc-3)",8,0,0
"2240","(hydroquinone,nadph)",15,0,0
"2241","(sorafenib,mtor)",13,0,0
"2242","(forskolin,aromatase)",14,0,0
"2243","(ticlopidine,p2y12)",13,1,1
"2244","(curcumin,vegf)",35,0,0
"2245","(methotrexate,etanercept)",135,0,0
"2246","(disulfiram,cyp2e1)",21,0,0
"2247","(amlexanox,s100a12)",5,0,1
"2248","(atra,eotaxin)",6,0,0
"2249","(estradiol,ampk)",6,0,0
"2250","(abciximab,mac-1)",6,0,0
"2251","(estradiol,sulfatase)",22,0,0
"2252","(paclitaxel,dppiv)",6,0,0
"2253","(cilostazol,nf-kappab)",16,0,0
"2254","(estrone,mrp1)",7,0,0
"2255","(curcumin,trpa1)",6,0,0
"2256","(rosiglitazone,pparg)",10,0,1
"2257","(simvastatin,mmp-3)",6,0,0
"2258","(betaine,nf-kappab)",8,0,0
"2259","(dexamethasone,myocilin)",14,0,0
"2260","(simvastatin,mmp-9)",35,0,0
"2261","(resveratrol,mmp-9)",36,0,0
"2262","(genistein,mcp-1)",12,0,0
"2263","(thyroglobulin,calcitonin)",38,0,0
"2264","(resveratrol,mmp-2)",8,0,0
"2265","(hyaluronate,ghap)",9,0,0
"2266","(pyrimethamine,dhfr)",110,0,1
"2267","(suramin,afgf)",5,0,0
"2268","(mivacurium,pseudocholinesterase)",14,0,1
"2269","(rabeprazole,cyp2c19)",70,0,0
"2270","(doxorubicin,parp)",7,0,0
"2271","(tacrolimus,vegf)",5,0,0
"2272","(mupirocin,ilers)",6,0,0
"2273","(curcumin,egr-1)",24,0,0
"2274","(octreotide,ho-1)",10,0,0
"2275","(isoproterenol,rap1)",5,0,0
"2276","(pioglitazone,lox-1)",8,0,0
"2277","(indomethacin,ppar)",7,0,0
"2278","(estradiol,hoxa10)",7,0,0
"2279","(atorvastatin,ldlc)",6,0,0
"2280","(carnitine,pparalpha)",28,0,0
"2281","(oxytocin,reticulum)",11,0,0
"2282","(glcnac,chia)",17,0,0
"2283","(mianserin,5-ht2c)",10,0,1
"2284","(mianserin,5-ht2a)",12,0,1
"2285","(pge2,lhrh)",82,0,0
"2286","(dhea,enos)",11,0,0
"2287","(cyclosporine,reticulum)",6,0,0
"2288","(fenofibrate,pcsk9)",15,0,0
"2289","(g-csf,jak2)",13,0,0
"2290","(pargyline,mao-b)",27,0,1
"2291","(g-csf,jak1)",16,0,0
"2292","(methotrexate,g-csf)",9,0,0
"2293","(ouabain,caspase-3)",16,0,0
"2294","(betaine,bgt1)",25,0,0
"2295","(lucanthone,ape1)",14,0,1
"2296","(midazolam,cyp3a4)",124,0,0
"2297","(chloramphenicol,ifn-gamma)",14,0,0
"2298","(aldosterone,nhe3)",8,0,0
"2299","(probucol,ho-1)",9,0,0
"2300","(cyclophosphamide,sargramostim)",6,0,0
"2301","(estradiol,cd40l)",5,0,0
"2302","(collagenase,stromelysin-2)",5,0,0
"2303","(collagenase,stromelysin-1)",27,0,0
"2304","(dhea,igf-i)",13,0,0
"2305","(collagenase,mt1-mmp)",13,0,0
"2306","(pargyline,mao-a)",26,0,1
"2307","(paclitaxel,s100p)",9,0,0
"2308","(forskolin,gastrin)",7,0,0
"2309","(minocycline,inos)",12,0,0
"2310","(prednisone,il-10)",5,0,0
"2311","(biguanides,alpha-glucosidase)",6,0,0
"2312","(g-csf,socs3)",16,0,0
"2313","(pravastatin,mcp-1)",6,0,0
"2314","(g-csf,socs1)",8,0,0
"2315","(dextran,u-pa)",5,0,0
"2316","(dexamethasone,sr-bi)",5,0,0
"2317","(noradrenaline,cgrp)",17,0,0
"2318","(isoproterenol,mucin)",26,0,0
"2319","(prednisolone,amyloidosis)",8,0,0
"2320","(rapamycin,raptor)",45,0,0
"2321","(indomethacin,survivin)",10,0,0
"2322","(calcitriol,ifn-gamma)",10,0,0
"2323","(gm-csf,ifn-alpha)",54,0,0
"2324","(ndga,phospholipase)",19,0,0
"2325","(carboplatin,g-csf)",23,0,0
"2326","(nadh,nadph)",858,0,0
"2327","(calcitriol,aromatase)",15,0,0
"2328","(ritonavir,hsp90)",7,0,0
"2329","(doxorubicin,reticulum)",33,0,0
"2330","(amiloride,nhe-1)",11,0,1
"2331","(ketoconazole,p-gp)",18,1,0
"2332","(meloxicam,vegf)",6,0,0
"2333","(efavirenz,cyp2b6)",83,0,0
"2334","(menadione,sod1)",8,0,0
"2335","(capsaicin,cgrp)",361,0,0
"2336","(doxorubicin,hsp27)",16,0,0
"2337","(hyaluronan,habp1)",23,0,0
"2338","(telmisartan,pparalpha)",8,0,0
"2339","(gemcitabine,nfkappab)",5,0,0
"2340","(prostacyclin,edrf)",34,0,0
"2341","(atorvastatin,resistin)",11,0,0
"2342","(cerivastatin,enos)",24,0,0
"2343","(rosiglitazone,adipor2)",9,0,0
"2344","(norethindrone,aromatase)",5,0,0
"2345","(rosiglitazone,ppar)",97,0,0
"2346","(amiodarone,phospholipase)",19,0,0
"2347","(fluoxetine,cyp2c19)",8,1,0
"2348","(irinotecan,cyp3a4)",17,1,0
"2349","(phosphatidylserine,atp8a2)",8,0,0
"2350","(norepinephrine,creb)",13,0,0
"2351","(cisplatin,trpv1)",7,0,0
"2352","(atra,aqp3)",12,0,0
"2353","(thyrotropin,autoantigen)",12,0,0
"2354","(doxorubicin,pc-3)",19,0,0
"2355","(fluorescein,mrp1)",10,0,0
"2356","(tropisetron,nachr)",7,0,0
"2357","(loperamide,p-gp)",17,0,0
"2358","(fluoxetine,darpp-32)",5,0,0
"2359","(verapamil,abcb1)",10,0,0
"2360","(glcnac,rft1)",6,0,0
"2361","(diuretics,ncct)",6,0,0
"2362","(atra,mmp-9)",26,0,0
"2363","(estradiol,brca1)",13,0,0
"2364","(phosphatidylserine,lactadherin)",14,0,0
"2365","(rizatriptan,cgrp)",10,0,0
"2366","(gp120,cxcr4)",162,0,0
"2367","(buspirone,5ht1a)",9,0,1
"2368","(atra,ddah)",6,0,0
"2369","(pentagastrin,cck-b)",11,0,1
"2370","(pge2,15-pgdh)",37,0,0
"2371","(carrageenan,cox-2)",25,0,0
"2372","(rapamycin,mtor)",2722,0,1
"2373","(atazanavir,ugt1a1)",8,1,0
"2374","(mianserin,5-ht1c)",18,0,1
"2375","(gemcitabine,cox-2)",14,0,0
"2376","(amprenavir,p-gp)",7,1,0
"2377","(mesalazine,cdc25a)",6,0,0
"2378","(hesperetin,herg)",5,0,0
"2379","(dexamethasone,cort)",22,0,0
"2380","(pge2,ifn-alpha)",7,0,0
"2381","(rifampin,cyp3a4)",46,0,0
"2382","(octreotide,ifn-alpha)",7,0,0
"2383","(pyridoxal,palp)",9,0,0
"2384","(gentamicin,pi-plc)",5,0,0
"2385","(donepezil,butyrylcholinesterase)",8,0,0
"2386","(trastuzumab,egfr)",35,0,1
"2387","(indomethacin,timp)",8,0,0
"2388","(docetaxel,cyp3a4)",41,1,0
"2389","(melatonin,mtnr1b)",24,0,1
"2390","(capecitabine,her2)",13,0,0
"2391","(melatonin,mtnr1a)",22,0,1
"2392","(betaine,prox)",11,0,0
"2393","(gemcitabine,hcnt1)",10,0,0
"2394","(fluoxetine,sert)",51,0,1
"2395","(flecainide,cyp2d6)",14,1,0
"2396","(pyridostigmine,cholinesterase)",65,0,1
"2397","(ticlopidine,cyp2c19)",14,0,0
"2398","(cyclosporin,mdr1)",25,0,0
"2399","(oltipraz,cyp1a1)",16,0,0
"2400","(g-csf,stat1)",10,0,0
"2401","(g-csf,stat3)",64,0,0
"2402","(olanzapine,cyp1a2)",25,0,0
"2403","(tropisetron,5-ht4)",15,0,0
"2404","(phenytoin,cyp3a)",6,0,0
"2405","(oestriol,lactogen)",8,0,0
"2406","(theophylline,mfgm)",6,0,0
"2407","(minocycline,glur1)",6,0,0
"2408","(amodiaquine,cyp2c8)",10,0,0
"2409","(mirtazapine,comt)",6,0,0
"2410","(halothane,ryr1)",21,0,0
"2411","(lornoxicam,cyp2c9)",19,0,0
"2412","(omeprazole,cyp3a)",13,0,0
"2413","(desmopressin,aqp2)",8,0,0
"2414","(propofol,trpc5)",5,0,0
"2415","(rapamycin,torc1)",84,0,0
"2416","(cilostazol,pai-1)",10,0,0
"2417","(tacrolimus,il-10)",8,0,0
"2418","(doxorubicin,bcl-xl)",16,0,0
"2419","(rapamycin,torc2)",26,0,0
"2420","(creatine,slc6a8)",72,0,1
"2421","(anxiolytics,5-ht1a)",18,0,0
"2422","(l-glutamine,ppargamma)",6,0,0
"2423","(bezafibrate,pparalpha)",42,0,1
"2424","(lamotrigine,glur1)",5,0,0
"2425","(resveratrol,ckii)",6,0,0
"2426","(valacyclovir,pept1)",6,0,0
"2427","(norepinephrine,phospholipase)",36,0,0
"2428","(aminophylline,copd)",25,0,0
"2429","(calcitriol,cyp27b1)",11,0,0
"2430","(g-csf,stat5)",22,0,0
"2431","(dexamethasone,gnrh)",15,0,0
"2432","(estradiol,sf-1)",5,0,0
"2433","(curcumin,ccl2)",10,0,0
"2434","(sulfasalazine,nf-kappab)",62,0,0
"2435","(celecoxib,ho-1)",11,0,0
"2436","(dhea,ppargamma)",6,0,0
"2437","(ketoconazole,herg)",13,0,0
"2438","(curcumin,mpges-1)",7,0,0
"2439","(digoxin,mdr1)",52,1,0
"2440","(paclitaxel,p-gp)",110,0,0
"2441","(pyrazinamide,nicotinamide)",12,0,0
"2442","(camptothecin,tdp1)",20,0,0
"2443","(pge2,nf-kappab)",29,0,0
"2444","(voriconazole,cyp2c9)",12,0,0
"2445","(etanercept,amyloidosis)",20,0,0
"2446","(atra,evi-1)",6,0,0
"2447","(fenofibrate,apoa-i)",8,1,0
"2448","(pitavastatin,pon1)",11,0,0
"2449","(staurosporine,gnrh)",8,0,0
"2450","(g-csf,cox-2)",10,0,0
"2451","(hemin,inos)",9,0,0
"2452","(atra,ifn-gamma)",12,0,0
"2453","(methylprednisolone,il-10)",6,0,0
"2454","(estradiol,mcp-1)",8,0,0
"2455","(phenylephrine,alpha1)",21,1,1
"2456","(resveratrol,pkm2)",7,0,0
"2457","(nifedipine,dhps)",15,0,0
"2458","(tamoxifen,cyp3a4)",21,1,0
"2459","(paclitaxel,nf-kappab)",34,0,0
"2460","(gonadorelin,gnrh)",14,0,0
"2461","(captopril,sar1)",6,0,0
"2462","(propofol,beta2)",15,0,0
